date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
1/10/10,19.0,37.0,0.0,0.0,0.0,2.46,30.0,12.08,30.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/14/10,23.0,57.0,0.0,0.0,0.0,3.58,220.0,8.95,220.0,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/19/10,35.1,66.0,0.0,0.0,0.0,1.79,240.0,12.08,230.0,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/16/10,27.0,41.0,0.0,0.0,0.0,7.61,240.0,17.9,230.0,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/20/10,23.0,59.0,0.0,0.0,0.0,2.46,280.0,12.08,290.0,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/22/10,36.0,52.0,0.29,0.0,0.0,2.46,110.0,16.11,110.0,19.91,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
3/2/10,33.1,42.1,0.29,0.2,0.0,9.62,50.0,19.91,10.0,25.95,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No
3/9/10,35.1,73.0,0.0,0.0,0.0,2.01,230.0,14.09,220.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/16/10,39.0,52.0,0.0,0.0,0.0,4.7,20.0,14.09,30.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/20/10,39.9,78.1,0.0,0.0,0.0,5.59,220.0,17.0,210.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/2/10,54.0,88.0,0.0,0.0,0.0,4.7,200.0,14.09,240.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/4/10,57.9,82.9,0.0,0.0,0.0,3.58,220.0,12.97,230.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/6/10,62.1,90.0,0.0,0.0,0.0,10.29,230.0,23.04,230.0,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/14/10,41.0,57.0,0.0,0.0,0.0,7.61,50.0,16.11,50.0,23.94,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/2/10,72.0,91.9,0.0,0.0,0.0,13.87,230.0,23.94,230.0,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/10/10,42.1,68.0,0.0,0.0,0.0,4.47,80.0,16.11,70.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/14/10,64.9,93.9,0.0,0.0,0.0,7.61,240.0,14.99,240.0,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
5/16/10,66.9,82.0,0.12,0.0,0.0,4.92,120.0,14.99,120.0,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
5/20/10,57.9,79.0,0.0,0.0,0.0,2.68,30.0,8.95,40.0,14.09,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/26/10,62.1,82.9,0.0,0.0,0.0,5.82,50.0,16.11,50.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/28/10,64.0,87.1,0.41,0.0,0.0,6.71,230.0,25.05,220.0,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
6/1/10,69.1,84.9,0.29,0.0,0.0,6.49,160.0,19.91,170.0,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
6/2/10,71.1,88.0,0.01,0.0,0.0,4.7,140.0,12.97,140.0,17.0,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
6/14/10,71.1,93.0,0.0,0.0,0.0,3.8,270.0,12.97,240.0,19.91,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/15/10,72.0,93.9,0.01,0.0,0.0,2.46,230.0,14.99,220.0,17.0,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
6/25/10,77.0,93.9,0.0,0.0,0.0,4.47,190.0,14.09,190.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/27/10,73.0,100.9,0.0,0.0,0.0,8.05,230.0,17.9,230.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/20/10,73.0,98.1,0.64,0.0,0.0,7.61,280.0,29.97,280.0,44.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
7/21/10,75.0,97.0,0.0,0.0,0.0,7.83,230.0,17.0,260.0,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7/24/10,79.0,100.0,0.0,0.0,0.0,9.62,230.0,17.9,240.0,25.95,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/28/10,73.9,93.9,0.0,0.0,0.0,5.14,250.0,12.97,220.0,16.11,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/30/10,73.0,89.1,0.0,0.0,0.0,5.59,60.0,14.09,30.0,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/31/10,64.0,78.1,0.12,0.0,0.0,2.91,100.0,10.07,110.0,16.11,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
8/3/10,71.1,91.0,0.0,0.0,0.0,3.8,190.0,10.07,150.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/14/10,73.9,88.0,0.0,0.0,0.0,7.61,90.0,14.09,90.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/18/10,75.0,96.1,0.1,0.0,0.0,6.49,240.0,19.91,230.0,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
8/21/10,66.9,90.0,0.0,0.0,0.0,3.36,130.0,12.97,140.0,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
8/23/10,72.0,89.1,0.0,0.0,0.0,4.25,100.0,16.11,70.0,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
8/28/10,70.0,90.0,0.0,0.0,0.0,2.68,50.0,12.97,110.0,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
8/31/10,64.9,97.0,0.0,0.0,0.0,2.24,50.0,10.07,30.0,16.11,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
9/8/10,71.1,91.0,0.0,0.0,0.0,8.95,280.0,17.9,270.0,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
9/10/10,57.9,88.0,0.0,0.0,0.0,5.37,30.0,14.09,10.0,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/12/10,64.9,88.0,0.03,0.0,0.0,3.8,290.0,12.97,340.0,21.92,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
9/13/10,63.0,87.1,0.0,0.0,0.0,3.58,60.0,16.11,50.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/14/10,60.1,96.1,0.0,0.0,0.0,4.03,280.0,16.11,280.0,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/19/10,60.1,93.0,0.0,0.0,0.0,2.01,80.0,10.07,130.0,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/20/10,64.0,93.0,0.0,0.0,0.0,4.7,50.0,14.09,30.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/22/10,70.0,96.1,0.0,0.0,0.0,8.5,240.0,17.9,230.0,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/23/10,71.1,99.0,0.0,0.0,0.0,6.71,220.0,14.99,220.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/24/10,70.0,96.1,0.0,0.0,0.0,7.83,170.0,14.99,230.0,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/30/10,68.0,77.0,1.84,0.0,0.0,7.83,160.0,21.92,170.0,31.09,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
10/5/10,46.9,69.1,0.0,0.0,0.0,4.03,290.0,14.99,310.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/7/10,46.9,82.0,0.0,0.0,0.0,5.59,260.0,17.9,270.0,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/12/10,57.0,88.0,0.0,0.0,0.0,3.8,230.0,14.09,240.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/20/10,52.0,64.9,0.1,0.0,0.0,2.24,40.0,8.05,50.0,12.08,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
10/22/10,43.0,68.0,0.0,0.0,0.0,2.91,290.0,10.07,330.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/24/10,46.9,78.1,0.0,0.0,0.0,5.82,230.0,16.11,230.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/30/10,36.0,64.9,0.0,0.0,0.0,5.82,220.0,17.0,250.0,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/1/10,46.0,63.0,0.0,0.0,0.0,8.5,50.0,16.11,50.0,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/3/10,45.0,55.9,0.02,0.0,0.0,4.03,40.0,10.07,40.0,12.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
11/11/10,39.9,66.0,0.0,0.0,0.0,4.03,40.0,14.99,40.0,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/15/10,39.9,70.0,0.0,0.0,0.0,1.79,230.0,8.05,150.0,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/16/10,54.0,66.9,0.38,0.0,0.0,8.28,250.0,25.05,280.0,36.91,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
11/17/10,39.9,64.9,0.09,0.0,0.0,7.16,240.0,31.09,250.0,42.95,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
11/24/10,46.0,63.0,0.0,0.0,0.0,5.14,80.0,12.08,120.0,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/9/10,19.9,42.1,0.0,0.0,0.0,2.24,350.0,8.05,300.0,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/12/10,36.0,52.0,0.4,0.0,0.0,7.61,190.0,21.03,240.0,29.97,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
12/14/10,16.0,35.1,0.0,0.0,0.0,10.07,280.0,17.9,300.0,31.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
12/24/10,21.9,46.9,0.0,0.0,0.0,0.89,350.0,8.95,340.0,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/31/10,28.9,61.0,0.0,0.0,0.0,2.91,230.0,14.09,240.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/5/11,26.1,46.0,0.0,0.0,0.0,0.67,150.0,6.04,20.0,8.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/9/11,19.0,35.1,0.0,0.0,0.0,4.03,330.0,12.97,300.0,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/18/11,32.0,46.9,0.0,0.0,0.0,4.7,20.0,12.97,10.0,21.92,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1/21/11,28.0,46.9,0.0,0.0,0.0,7.16,300.0,17.9,290.0,31.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
1/22/11,17.1,32.0,0.0,0.0,0.0,5.82,50.0,14.09,40.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/26/11,37.9,43.0,0.37,0.0,0.0,6.26,280.0,14.99,290.0,25.05,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1/27/11,28.0,48.0,0.0,0.0,0.0,2.68,240.0,12.08,240.0,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/28/11,28.0,55.9,0.0,0.0,0.0,4.47,270.0,17.0,270.0,23.94,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2/1/11,34.0,53.1,0.0,0.0,0.0,4.47,160.0,8.95,160.0,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2/5/11,35.1,48.9,0.92,0.0,0.0,8.05,230.0,21.03,230.0,25.95,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2/6/11,30.0,54.0,0.0,0.0,0.0,2.01,240.0,8.95,220.0,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/11/11,21.0,51.1,0.0,0.0,0.0,1.12,330.0,6.93,320.0,10.07,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2/13/11,25.0,61.0,0.0,0.0,0.0,6.93,230.0,17.9,220.0,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/16/11,34.0,63.0,0.0,0.0,0.0,5.37,230.0,17.9,230.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/18/11,52.0,78.1,0.0,0.0,0.0,10.74,230.0,17.9,280.0,23.04,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2/23/11,28.9,53.1,0.0,0.0,0.0,3.36,50.0,8.95,50.0,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/3/11,35.1,53.1,0.0,0.0,0.0,10.74,70.0,21.03,80.0,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/16/11,46.9,64.0,0.05,0.0,0.0,2.91,270.0,10.07,300.0,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
3/19/11,55.9,75.0,0.0,0.0,0.0,5.82,40.0,17.9,50.0,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/21/11,52.0,75.0,0.0,0.0,0.0,12.75,240.0,27.96,240.0,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/23/11,50.0,82.9,0.45,0.0,0.0,6.71,230.0,25.95,220.0,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
3/30/11,39.9,48.0,1.05,0.0,0.0,7.83,100.0,21.92,100.0,29.08,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
4/1/11,37.9,55.0,0.0,0.0,0.0,6.26,280.0,17.9,290.0,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/2/11,37.0,64.9,0.0,0.0,0.0,8.95,270.0,27.96,280.0,42.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
4/7/11,46.0,79.0,0.0,0.0,0.0,6.49,230.0,14.99,220.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/8/11,53.1,82.0,0.06,0.0,0.0,5.14,30.0,21.92,20.0,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
4/10/11,52.0,72.0,0.0,0.0,0.0,3.8,210.0,8.95,200.0,14.09,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
4/12/11,57.0,73.0,0.0,0.0,0.0,12.3,220.0,31.99,200.0,40.04,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
4/13/11,46.9,72.0,0.0,0.0,0.0,5.14,290.0,14.09,270.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/19/11,55.9,84.9,0.0,0.0,0.0,11.18,230.0,21.03,190.0,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/11,55.0,73.0,0.01,0.0,0.0,5.82,120.0,16.11,360.0,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
4/23/11,54.0,78.1,0.01,0.0,0.0,5.82,210.0,17.0,210.0,23.04,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
4/24/11,62.1,87.1,0.0,0.0,0.0,11.18,230.0,21.92,210.0,25.95,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/26/11,68.0,82.9,0.0,0.0,0.0,10.29,190.0,17.9,190.0,25.05,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
4/27/11,68.0,87.1,0.21,0.0,0.0,12.97,230.0,29.97,230.0,40.94,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
5/14/11,63.0,79.0,0.12,0.0,0.0,4.7,170.0,14.09,170.0,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/17/11,57.9,72.0,0.17,0.0,0.0,7.16,180.0,16.11,160.0,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/20/11,57.0,82.0,0.0,0.0,0.0,2.68,260.0,12.08,240.0,17.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
5/22/11,59.0,89.1,0.0,0.0,0.0,4.03,280.0,12.08,290.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/23/11,66.0,91.0,0.09,0.0,0.0,7.38,230.0,19.91,210.0,25.05,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/2/11,70.0,95.0,0.0,0.0,0.0,2.91,20.0,10.07,30.0,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
6/3/11,66.0,84.9,0.0,0.0,0.0,6.93,40.0,16.11,40.0,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/5/11,69.1,90.0,0.0,0.0,0.0,5.82,40.0,16.11,50.0,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/6/11,69.1,90.0,0.0,0.0,0.0,4.7,50.0,12.97,20.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/10/11,72.0,96.1,0.0,0.0,0.0,7.38,140.0,12.97,80.0,31.99,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/12/11,66.9,93.9,0.24,0.0,0.0,5.59,300.0,23.04,310.0,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/16/11,68.0,91.0,0.0,0.0,0.0,8.5,230.0,19.91,200.0,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/17/11,66.9,91.9,0.0,0.0,0.0,4.92,230.0,14.99,150.0,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/24/11,72.0,96.1,0.02,0.0,0.0,11.41,230.0,21.92,240.0,31.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
6/25/11,70.0,89.1,0.0,0.0,0.0,4.03,250.0,14.99,240.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/26/11,68.0,93.9,0.0,0.0,0.0,3.58,230.0,14.09,250.0,25.05,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
6/29/11,68.0,93.0,0.04,0.0,0.0,4.47,10.0,10.07,360.0,17.0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7/1/11,64.9,93.0,0.0,0.0,0.0,3.13,30.0,14.09,30.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/6/11,73.0,89.1,0.22,0.0,0.0,6.26,220.0,21.92,220.0,25.95,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
7/14/11,69.1,87.1,0.0,0.0,0.0,8.72,50.0,17.0,50.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/16/11,63.0,89.1,0.0,0.0,0.0,6.04,100.0,12.97,140.0,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/17/11,68.0,88.0,0.0,0.0,0.0,2.68,200.0,8.95,120.0,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/25/11,73.9,97.0,0.07,0.0,0.0,4.92,250.0,25.95,240.0,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/27/11,73.0,99.0,0.0,0.0,0.0,4.92,110.0,14.99,140.0,27.96,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/31/11,73.0,84.9,1.16,0.0,0.0,2.68,30.0,14.99,40.0,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
8/1/11,71.1,93.9,0.0,0.0,0.0,2.46,80.0,12.08,50.0,17.9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/4/11,77.0,95.0,0.0,0.0,0.0,4.92,90.0,14.09,30.0,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/8/11,73.0,96.1,0.0,0.0,0.0,5.59,280.0,12.97,260.0,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/16/11,64.0,88.0,0.0,0.0,0.0,1.79,50.0,8.95,30.0,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/23/11,66.0,84.0,0.0,0.0,0.0,5.82,60.0,12.97,50.0,17.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/1/11,60.1,86.0,0.0,0.0,0.0,2.01,90.0,12.08,90.0,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/12/11,66.0,87.1,0.0,0.0,0.0,2.91,140.0,8.95,40.0,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/21/11,66.9,82.9,0.43,0.0,0.0,3.36,120.0,8.05,,,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
9/24/11,66.9,78.1,0.03,0.0,0.0,3.8,90.0,8.05,,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
9/26/11,68.0,84.9,0.0,0.0,0.0,2.91,160.0,17.9,160.0,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/29/11,61.0,84.0,0.0,0.0,0.0,4.25,240.0,16.11,280.0,21.92,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/10/11,55.9,75.0,0.0,0.0,0.0,6.71,50.0,12.08,50.0,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
